"Player1","761","0","0","0","0","0","0","0","0","0","0","","","","",""
"BlackJack","543","0","0","0","0","0","0","0","0","0","0","","","","",""
"Jocker","16","0","0","0","0","0","0","0","0","0","0","","","","",""
